SUMMARY,DTSTART,DTEND,CALENDAR,DURATION,CREATED,TITLE
inf1027 - teste e medicao de software,2023-03-22 11:00:00,2023-03-22 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-23 07:10:00,2023-03-23 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-23 11:00:00,2023-03-23 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-23 13:00:00,2023-03-23 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-03-27 07:15:00,2023-03-27 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-03-27 11:00:00,2023-03-27 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-28 07:10:00,2023-03-28 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-28 11:00:00,2023-03-28 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-28 13:00:00,2023-03-28 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-03-29 07:15:00,2023-03-29 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-03-29 11:00:00,2023-03-29 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-30 07:10:00,2023-03-30 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-30 11:00:00,2023-03-30 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-30 13:00:00,2023-03-30 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-03 07:15:00,2023-04-03 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-03 11:00:00,2023-04-03 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-04 07:10:00,2023-04-04 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-04 11:00:00,2023-04-04 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-04 13:00:00,2023-04-04 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-05 07:15:00,2023-04-05 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-05 11:00:00,2023-04-05 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-06 07:10:00,2023-04-06 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-06 11:00:00,2023-04-06 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-06 13:00:00,2023-04-06 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-10 07:15:00,2023-04-10 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-10 11:00:00,2023-04-10 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-11 07:10:00,2023-04-11 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-11 11:00:00,2023-04-11 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-11 13:00:00,2023-04-11 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-12 07:15:00,2023-04-12 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-12 11:00:00,2023-04-12 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-13 07:10:00,2023-04-13 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-13 11:00:00,2023-04-13 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-13 13:00:00,2023-04-13 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-17 07:15:00,2023-04-17 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-17 11:00:00,2023-04-17 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-18 07:10:00,2023-04-18 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-18 11:00:00,2023-04-18 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-18 13:00:00,2023-04-18 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-19 07:15:00,2023-04-19 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-19 11:00:00,2023-04-19 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-20 07:10:00,2023-04-20 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-20 11:00:00,2023-04-20 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-20 13:00:00,2023-04-20 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-24 07:15:00,2023-04-24 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-24 11:00:00,2023-04-24 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-25 07:10:00,2023-04-25 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-25 11:00:00,2023-04-25 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-25 13:00:00,2023-04-25 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-04-26 07:15:00,2023-04-26 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-04-26 11:00:00,2023-04-26 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-04-27 07:10:00,2023-04-27 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-04-27 11:00:00,2023-04-27 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-04-27 13:00:00,2023-04-27 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-01 07:15:00,2023-05-01 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-01 11:00:00,2023-05-01 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-05-02 07:10:00,2023-05-02 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-05-02 11:00:00,2023-05-02 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-05-02 13:00:00,2023-05-02 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-03 07:15:00,2023-05-03 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-03 11:00:00,2023-05-03 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-05-04 07:10:00,2023-05-04 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-05-04 11:00:00,2023-05-04 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1636 - programacao orientada a objetos,2023-05-08 07:15:00,2023-05-08 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-08 11:00:00,2023-05-08 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-05-09 07:10:00,2023-05-09 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-05-09 11:00:00,2023-05-09 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-05-09 13:00:00,2023-05-09 15:00:00,PUC,2.0,2023-05-08 02:37:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-10 07:15:00,2023-05-10 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-10 11:00:00,2023-05-10 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1316 - sistemas operacionais,2023-05-11 11:00:00,2023-05-11 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1027 - teste e medicao de software,2023-05-15 11:00:00,2023-05-15 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-05-16 07:10:00,2023-05-16 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
so: p1,2023-05-16 11:00:00,2023-05-16 13:00:00,Exames,2.0,2023-05-17 17:12:00,Take Operating Systems exam 1
inf1316 - sistemas operacionais,2023-05-16 11:00:00,2023-05-16 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-05-16 13:00:00,2023-05-16 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-17 07:15:00,2023-05-17 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-17 11:00:00,2023-05-17 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-05-18 07:10:00,2023-05-18 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-05-18 11:00:00,2023-05-18 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-05-18 13:00:00,2023-05-18 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-22 07:15:00,2023-05-22 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-22 11:00:00,2023-05-22 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-05-23 07:10:00,2023-05-23 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-05-23 11:00:00,2023-05-23 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-05-23 13:00:00,2023-05-23 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-24 07:15:00,2023-05-24 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-24 11:00:00,2023-05-24 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-05-25 07:10:00,2023-05-25 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-05-25 11:00:00,2023-05-25 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-05-25 13:00:00,2023-05-25 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-29 07:15:00,2023-05-29 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-29 11:00:00,2023-05-29 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-05-30 07:10:00,2023-05-30 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-05-30 11:00:00,2023-05-30 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-05-30 13:00:00,2023-05-30 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-05-31 07:15:00,2023-05-31 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-05-31 11:00:00,2023-05-31 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-06-01 07:10:00,2023-06-01 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-06-01 11:00:00,2023-06-01 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-01 13:00:00,2023-06-01 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-06-05 07:15:00,2023-06-05 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-06-05 11:00:00,2023-06-05 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-06-06 07:10:00,2023-06-06 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-06-06 11:00:00,2023-06-06 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-06 13:00:00,2023-06-06 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1403 - interacao humano computador,2023-06-06 13:15:00,2023-06-06 14:00:00,PUC,0.75,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-06-07 07:15:00,2023-06-07 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-06-07 11:00:00,2023-06-07 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-06-08 07:10:00,2023-06-08 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-06-08 11:00:00,2023-06-08 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-08 13:00:00,2023-06-08 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-06-12 07:15:00,2023-06-12 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-06-12 11:00:00,2023-06-12 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-06-13 07:10:00,2023-06-13 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-06-13 11:00:00,2023-06-13 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-13 13:00:00,2023-06-13 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-06-14 07:15:00,2023-06-14 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-06-14 11:00:00,2023-06-14 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-06-15 07:10:00,2023-06-15 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-06-15 11:00:00,2023-06-15 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-15 13:00:00,2023-06-15 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-06-19 07:15:00,2023-06-19 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-06-19 11:00:00,2023-06-19 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-06-20 07:10:00,2023-06-20 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-06-20 11:00:00,2023-06-20 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-20 13:00:00,2023-06-20 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1403 - interacao humano computador,2023-06-20 13:00:00,2023-06-20 14:00:00,PUC,1.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-06-21 07:15:00,2023-06-21 08:45:00,PUC,1.5,2023-06-27 16:44:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-06-21 11:00:00,2023-06-21 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
bd: t2 g2,2023-06-22 07:10:00,2023-06-22 08:50:00,Exames,1.6666666666667,2023-06-27 16:46:00,Take database test 2
inf1316 - sistemas operacionais,2023-06-22 11:00:00,2023-06-22 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-22 13:00:00,2023-06-22 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1027 - teste e medicao de software,2023-06-26 11:00:00,2023-06-26 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1316 - sistemas operacionais,2023-06-27 11:00:00,2023-06-27 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-27 13:00:00,2023-06-27 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1316 - sistemas operacionais,2023-06-29 11:00:00,2023-06-29 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-06-29 13:00:00,2023-06-29 15:00:00,PUC,2.0,2023-05-16 00:08:00,Attend INF1403 - Human-Computer Interaction class
inf1316 - sistemas operacionais,2023-07-04 11:00:00,2023-07-04 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1316 - sistemas operacionais,2023-07-06 11:00:00,2023-07-06 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1032 - ciencia de dados,2023-08-14 07:00:00,2023-08-14 09:00:00,PUC,2.0,2023-08-21 10:21:00,Attend inf1032 - Data Science class
inf1022 - analisadores lexicos e sintaticos,2023-08-14 11:00:00,2023-08-14 13:00:00,PUC,2.0,2023-08-07 14:52:00,Attend the Lexical and Syntactic Analysis class
inf1640 - redes de computadores,2023-08-15 11:00:00,2023-08-15 13:00:00,PUC,2.0,2023-07-27 11:29:00,Attend INF1640 - Computer Networks class
inf1631 - estruturas discretas,2023-08-15 13:00:00,2023-08-15 15:00:00,PUC,2.0,2023-07-27 11:29:00,Attend inf1631 - Discrete Structures class
inf1022 - analisadores lexicos e sintaticos,2023-08-16 11:00:00,2023-08-16 13:00:00,PUC,2.0,2023-08-15 23:12:00,Attend the Lexical and Syntactic Analysis class
